,article_id,Reference_paper_id,Reference_paper_doi,Reference _paper_title,Reference_paper_venue,Reference_paper_year,Intent,Is_influential
916,10.1007/978-3-319-98298-4_11,7936d63158642f5847232b74545c01a3ab99e707,10.1001/archinternmed.2010.484,"Improving primary care-specialty care communication: lessons from San Francisco's safety net: comment on ""Referral and consultation communication between primary care and specialist physicians"".",Archives of internal medicine,2011,,False
917,10.1007/978-3-319-98298-4_11,8122d5f48bcdf630d10f460f2d724be9428e0c9a,10.1001/archinternmed.2010.480,Referral and consultation communication between primary care and specialist physicians: finding common ground.,Archives of internal medicine,2011,,False
918,10.1007/978-3-319-98298-4_11,1be0910cc56042893f42111a7576f0c1c8c6f9ee,10.2196/jmir.2530,Evidence of Effectiveness of Health Care Professionals Using Handheld Computers: A Scoping Review of Systematic Reviews,Journal of medical Internet research,2013,,False
919,10.1007/978-3-319-98298-4_11,956816d0066e239a93f005127362327339864862,10.1186/1472-6947-14-56,Use of handheld computers in clinical practice: a systematic review,BMC Medical Informatics and Decision Making,2014,,False
920,10.1007/978-3-319-98298-4_11,d9ff684260c2ed30da3814a6d0c26397a6ef786c,10.1186/s13063-016-1325-1,Effectiveness of a clinical guideline to improve dental health among orthodontically treated patients: study protocol for a cluster randomized controlled trial,Trials,2016,,False
921,10.1007/978-3-319-98298-4_11,1a3b951035ebade3b7dcad63dbc4727760f10b23,10.1093/jamia/ocx100,Effects of computerized decision support system implementations on patient outcomes in inpatient care: a systematic review,J. Am. Medical Informatics Assoc.,2018,,False
922,10.1007/978-3-319-17272-9_9,c90cf62995d58cd4025f7844048f086c04f8af50,10.1037/H0026758,Recovery of aversive thresholds following midbrain lesions in the cat.,Journal of comparative and physiological psychology,1969,,False
923,10.1007/978-3-319-17272-9_9,80bc611f992bf58775bf32b36e92afa3ed6fe391,,Implications for dental education.,,1978,,False
924,10.1007/978-3-319-17272-9_9,0a1033f0652621df8e5606495c1982a2fbfc43df,10.2307/2070501,Protocol Analysis: Verbal Reports as Data,,1984,,False
925,10.1007/978-3-319-17272-9_9,ade482c1e468641bfe075036182d7b196830d83f,,"Protocol analysis: Verbal reports as data, Rev. ed.",,1993,,False
926,10.1007/978-3-319-17272-9_9,c7fa35109cedebfb6fef519925ce9ebd0811ce86,,The computer-based oral health record: an essential tool for cross-provider quality management.,Journal of the California Dental Association,1994,,False
927,10.1007/978-3-319-17272-9_9,95e91510b20ad1b51865bdaa1ed96a483596a80e,10.1111/J.1365-263X.1996.TB00207.X,A computer software package to facilitate clinical audit of outpatient paediatric dentistry.,International journal of paediatric dentistry,2009,,False
928,10.1007/978-3-319-17272-9_9,3edf72ad92cca21c9e91a118d2297fd4810d129f,10.1111/J.1752-7325.1999.TB03266.X,A system of diagnostic codes for dental health care.,Journal of public health dentistry,1999,,False
929,10.1007/978-3-319-17272-9_9,5c8b6827c14f54d9c44ab984fe03fc55ee130d68,,Assessing the validity of North York dental diagnostic codes,,1999,,False
930,10.1007/978-3-319-17272-9_9,6a6b72ab520d04d1ce16560c191e7256443012d1,,Automating clinical documentation in dentistry: case study of a clinical integration model.,Journal of healthcare information management : JHIM,1999,,False
931,10.1007/978-3-319-17272-9_9,a657ea6311872fedb6d465d7d00926e181c113c6,10.1111/J.1752-7325.1999.TB03263.X,Development of effectiveness of care and use of services measures for dental care plans.,Journal of public health dentistry,1999,,False
932,10.1007/978-3-319-17272-9_9,ba98376e2a7547eecdcaed8a8b6303bf0670b324,10.5005/JCDP-1-4-25,Four-handed dentistry revisited.,The journal of contemporary dental practice,1999,background,False
933,10.1007/978-3-319-17272-9_9,f1a9bc802459209df923bdd0c91759d965f47aea,,Hospital charges for dental caries related emergency admissions.,Pediatric dentistry,2000,,False
934,10.1007/978-3-319-17272-9_9,74b0ed1a3fd0586869d611e89417900de6b1f981,10.1136/jamia.2001.0080163,Research Paper: Studying the Human- Computer-Terminology Interface,J. Am. Medical Informatics Assoc.,2001,,False
935,10.1007/978-3-319-17272-9_9,b2f99d697b8700fc8712bdd9f4c5eef9a3247fee,10.1002/J.0022-0337.2001.65.8.TB03421.X,Implications for dental education of a dental school-initiated practice research network.,Journal of dental education,2001,,False
936,10.1007/978-3-319-17272-9_9,f5639ea15d4d1a33389e58036b1fcc3615b15d38,10.5005/JCDP-2-4-16,Selecting equipment for the ergonomic four-handed dental practice.,The journal of contemporary dental practice,2001,background,False
937,10.1007/978-3-319-17272-9_9,0059613cb2f4ed8867e03f0c005cbaf8f5ebb05a,,"Diagnostic codes in dentistry--definition, utility and developments to date.",Journal,2002,background,False
938,10.1007/978-3-319-17272-9_9,ebc339d4497d28cfed55a3de7854895517b1616d,,Designing technology for children,,2002,,False
939,10.1007/978-3-319-17272-9_9,a928f8ab5bb3a18a19754e2fc1d6a3162b60943d,10.1038/sj.bdj.4810734,Questionnaire survey on the use of computerisation in dental practices across the Thames Valley region,British Dental Journal,2003,,False
940,10.1007/978-3-319-17272-9_9,2e948694edea2d03c9f9747702978f921129088d,10.1145/985692.985750,Predictive human performance modeling made easy,CHI,2004,,False
941,10.1007/978-3-319-17272-9_9,5f61a83d038ce515f9418a145519fc9941ec4822,10.1197/jamia.M1471,Viewpoint Paper: Some Unintended Consequences of Information Technology in Health Care: The Nature of Patient Care Information System-related Errors,J. Am. Medical Informatics Assoc.,2003,,False
942,10.1007/978-3-319-17272-9_9,b8f4b73858561fc8d47824c2b0a55a56b1816c07,10.1377/HLTHAFF.23.2.116,Physicians' use of electronic medical records: barriers and solutions.,Health affairs,2004,,False
943,10.1007/978-3-319-17272-9_9,48a992b20c5c8f6631fb6c3e9f07a72bfb3e1ea8,10.1197/JAMIA.M1740,Case Report: Comprehensive Analysis of a Medication Dosing Error Related to CPOE,J. Am. Medical Informatics Assoc.,2005,,False
944,10.1007/978-3-319-17272-9_9,6d66224297a8bd535ae0b5bc08f81e7d48e9ce2a,10.1016/J.JBI.2004.12.005,Human-centered computing in health information systems: Part 2: Evaluation,J. Biomed. Informatics,2005,,False
945,10.1007/978-3-319-17272-9_9,92a818324802bf48737b12ff929472146f0ac0fa,10.1016/J.JBI.2004.12.002,Human-centered computing in health information systems Part 1: Analysis and design,J. Biomed. Informatics,2005,,False
946,10.1007/978-3-319-17272-9_9,bf5b1529038e58a02b72827ba5cf9ec2e20e77df,,"If you build it (right), they will come: the physician-friendly CPOE. Not everything works as planned right out of the box. A Mississippi hospital customizes its electronic order entry system for maximum use by physicians.",Health management technology,2005,,False
947,10.1007/978-3-319-17272-9_9,d2fbb81060dc554b76613745664b3cf41faf00d3,,The Significance of SNODENT,MIE,2005,background,False
948,10.1007/978-3-319-17272-9_9,ed14b9213b4a2c7e992b2ac4765d7eb6787fe3ef,10.1016/J.JBI.2005.05.002,To err is not entirely human: Complex technology and user cognition,J. Biomed. Informatics,2005,,False
949,10.1007/978-3-319-17272-9_9,f10336ff1d391fe73a986ab2cfa959c668797f47,10.1145/1070960.1070976,Human-centered design considered harmful,INTR,2005,,False
950,10.1007/978-3-319-17272-9_9,5d30b745ec75a411a305acf91584120a79d055e3,10.7326/0003-4819-144-10-200605160-00125,"Systematic Review: Impact of Health Information Technology on Quality, Efficiency, and Costs of Medical Care",Annals of Internal Medicine,2006,,False
951,10.1007/978-3-319-17272-9_9,8b3f1a417c76badd2893ee5a655b39cd7aecf5ac,10.1016/j.ijhcs.2005.06.002,Current practice in measuring usability: Challenges to usability studies and research,Int. J. Hum. Comput. Stud.,2006,,False
952,10.1007/978-3-319-17272-9_9,9b05dbe0bb8e17faee64f476c51b0b8dcb4790d3,,Evaluation of the Systematized Nomenclature of Dentistry using case reports: preliminary results.,AMIA ... Annual Symposium proceedings. AMIA Symposium,2006,,False
953,10.1007/978-3-319-17272-9_9,e43fd626978e9df9280d589149efbe6865ead5fe,10.1197/jamia.M1990,Research Paper: Clinical Computing in General Dentistry,J. Am. Medical Informatics Assoc.,2006,,False
954,10.1007/978-3-319-17272-9_9,232c7470e8e84a602f86773101b53fe56726d0a8,10.1016/J.IJMEDINF.2006.07.011,User-centered design techniques for a computerised antibiotic decision support system in an intensive care unit,Int. J. Medical Informatics,2007,,False
955,10.1007/978-3-319-17272-9_9,319c7125e53c5946a4a36cb213a721b1e9a8fd05,10.1197/JAMIA.M2187,Research Paper: Correlates of Electronic Health Record Adoption in Office Practices: A Statewide Survey,J. Am. Medical Informatics Assoc.,2007,,False
956,10.1007/978-3-319-17272-9_9,7913b9d4b197c95151bc41ded9b9e4ac186072c7,10.14219/JADA.ARCHIVE.2007.0138,Heuristic evaluation of clinical functions in four practice management systems: a pilot study.,Journal of the American Dental Association,2007,,False
957,10.1007/978-3-319-17272-9_9,b6d7705c73736c496d3bd0868b1e05b8d38edf34,10.1197/jamia.M2335,Research Paper: A Qualitative Investigation of the Content of Dental Paper-based and Computer-based Patient Record Formats,J. Am. Medical Informatics Assoc.,2007,,False
958,10.1007/978-3-319-17272-9_9,f15c989a47142239a406cdc3115bf200546e3610,10.1056/NEJMHPR066212,Information technology comes to medicine.,The New England journal of medicine,2007,,False
959,10.1007/978-3-319-17272-9_9,362a1eedffd68b36389ed08f5498e8112d1a8fd6,10.14219/JADA.ARCHIVE.2008.0105,A usability evaluation of four commercial dental computer-based patient record systems.,Journal of the American Dental Association,2008,,False
960,10.1007/978-3-319-17272-9_9,796ede624498e8789dd52cdef0d16f1569168755,10.1038/bdj.2008.193,Better informed in clinical practice – a brief overview of dental informatics,BDJ,2008,,False
961,10.1007/978-3-319-17272-9_9,9665153811e52245981cc5269021ef3b0ffdc26e,10.1016/j.jbi.2008.01.013,Translational cognition for decision support in critical care environments: A review,J. Biomed. Informatics,2008,,False
962,10.1007/978-3-319-17272-9_9,a6b50aa0611a42928f39d7a2a7d12fd9e5bb4b0b,10.1016/J.JBI.2007.09.004,Third generation participatory design in health informatics - Making user participation applicable to large-scale information system projects,J. Biomed. Informatics,2008,,False
963,10.1007/978-3-319-17272-9_9,cdeef31916c1c90bd6f530ef9eea5a0a5408edf0,10.1377/hlthaff.27.3.759,"The triple aim: care, health, and cost.",Health affairs,2008,background,False
964,10.1007/978-3-319-17272-9_9,481daacb5f7bd72faf536fde86ee40135d342956,,The Handbook of Task Analysis for Human-Computer Interaction,,2009,methodology,False
965,10.1007/978-3-319-17272-9_9,5929e299abdfdf61bc0d196369fed131ab55991e,10.1002/J.0022-0337.2009.73.5.TB04734.X,Factors influencing implementation and outcomes of a dental electronic patient record system.,Journal of dental education,2009,,False
966,10.1007/978-3-319-17272-9_9,5b6d70497714ba25c334a29a8b19bb2ee2e3dee0,10.3233/978-1-58603-979-0-322,Comparative study of heuristic evaluation and usability testing methods.,Studies in health technology and informatics,2009,,False
967,10.1007/978-3-319-17272-9_9,5d90790632e202d710e6dc76645718be1c463f90,10.1038/sj.bdj.2008.1151,A preliminary model of work during initial examination and treatment planning appointments,BDJ,2009,,False
968,10.1007/978-3-319-17272-9_9,0cb714a0e304b49778209e550757e419f6b2238c,10.1002/J.0022-0337.2010.74.4.TB04889.X,Health Information Technology Systems profoundly impact users: a case study in a dental school.,Journal of dental education,2010,,False
969,10.1007/978-3-319-17272-9_9,824efb03c75a7260ea14d571bb72635d9b08f420,10.1186/1472-6947-10-7,How information systems should support the information needs of general dentists in clinical settings: suggestions from a qualitative study,BMC Medical Informatics Decis. Mak.,2010,,False
970,10.1007/978-3-319-17272-9_9,962338a1ceb9888e2792737b6d1eebc50b39f156,,The training and support needs of faculty and students using a health information technology system were significant: a case study in a dental school.,AMIA ... Annual Symposium proceedings. AMIA Symposium,2010,,False
971,10.1007/978-3-319-17272-9_9,08a45f0d7503a6eb6bc0f7324fd6ffad03d6f661,10.1002/J.0022-0337.2011.75.5.TB05086.X,Evaluating a dental diagnostic terminology in an electronic health record.,Journal of dental education,2011,,False
972,10.1007/978-3-319-17272-9_9,3cf81f9186bb5d92efbc4148e674176406711bce,10.1002/J.0022-0337.2011.75.1.TB05024.X,The development of a dental diagnostic terminology.,Journal of dental education,2011,,False
973,10.1007/978-3-319-17272-9_9,9cf97a2574324740a748239c138498e8a2083a9b,10.1109/IEMBS.2011.6091321,Using participatory design in a health information system,2011 Annual International Conference of the IEEE Engineering in Medicine and Biology Society,2011,,False
974,10.1007/978-3-319-17272-9_9,dd946846dacfec025e27bc715e20cd436870940b,10.1080/15710882.2011.587013,Designing technology for children with special needs: bridging perspectives through participatory design,,2011,,False
975,10.1007/978-3-319-17272-9_9,66f5181f36be843919b9357c7d3546946155be55,10.1002/J.0022-0337.2012.76.8.TB05356.X,Evolving trends in size and structure of group dental practices in the United States.,Journal of dental education,2012,,False
976,10.1007/978-3-319-17272-9_9,a8da8a58df9b057ecb52b6f270837f6031fe3568,10.1001/archinternmed.2012.872,Achieving meaningful use of health information technology: a guide for physicians to the EHR incentive programs.,Archives of internal medicine,2012,,False
977,10.1007/978-3-319-17272-9_9,677dad2d7ec56884cbd5f1a50840ee7d52c1f4e3,10.1016/j.ijnurstu.2013.04.008,What patients' problems do nurses e-chart? Longitudinal study to evaluate the usability of an interface terminology.,International journal of nursing studies,2013,,False
978,10.1007/978-3-319-17272-9_9,98b0b4206839c795f4d12dbdccc9c97d7c547d7d,10.14219/JADA.ARCHIVE.2013.0120,ADA Professional Product Review: A Publication of the Council on Scientific Affairs,,2013,,False
979,10.1007/978-3-319-17272-9_9,a9f2a5537207640b6e19a361d92bf6cf14ac321f,10.1016/j.ijmedinf.2012.05.018,Detection and characterization of usability problems in structured data entry interfaces in dentistry,Int. J. Medical Informatics,2013,,False
980,10.1007/978-3-319-17272-9_9,f1fd8c820a7ecd5095087ce34968a227c3a24da2,10.1001/jamainternmed.2013.8276,Secondary use of health information: are we asking the right question?,JAMA internal medicine,2013,background,False
981,10.1007/978-3-319-17272-9_9,4de83f84496d950dc103593c960d7480ff659184,10.1016/j.jenvman.2013.11.011,Multi-level participatory design of land use policies in African drylands: a method to embed adaptability skills of drylands societies in a policy framework.,Journal of environmental management,2014,,False
982,10.1007/978-3-319-17272-9_9,669ff93bf9ce6484d03834c89dd139d0f891f3ca,10.1016/j.ijmedinf.2014.01.007,Advancing cognitive engineering methods to support user interface design for electronic health records,Int. J. Medical Informatics,2014,,False
983,10.1007/978-3-319-17272-9_9,86a09432412765e626553cb5b50fcc2df3f9fe73,10.1016/j.ijmedinf.2014.01.010,Are three methods better than one? A comparative assessment of usability evaluation methods in an EHR,Int. J. Medical Informatics,2014,,False
